Trade-#,Instrument,Account,Strategy,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cumprofit,Commission,MAE,MFE,ETD,Bars,Outcome,Side
679,NQ 03-20,Replay101,20_20,Short,1,9189.5,9194.5,01/23/2020 11:01 AM,01/23/2020 11:06 AM,Entry,Stop1,-100,3995,0,100,60,160,0,-1,-1
680,NQ 03-20,Replay101,20_20,Short,1,9200.75,9205.25,01/23/2020 11:27 AM,01/23/2020 11:29 AM,Entry,Stop1,-90,3905,0,100,0,0,0,-1,-1
681,NQ 03-20,Replay101,20_20,Short,1,9202,9197,01/23/2020 11:34 AM,01/23/2020 11:38 AM,Entry,Target1,100,4005,0,50,100,0,0,1,-1
682,NQ 03-20,Replay101,20_20,Short,1,9197,9192,01/23/2020 11:54 AM,01/23/2020 11:56 AM,Entry,Target1,100,4105,0,45,100,0,0,1,-1
683,NQ 03-20,Replay101,20_20,Long,1,9192.5,9187.5,01/23/2020 12:00 PM,01/23/2020 12:01 PM,Entry,Stop1,-100,4005,0,100,5,105,0,-1,1
684,NQ 03-20,Replay101,20_20,Long,1,9190,9195,01/23/2020 12:03 PM,01/23/2020 12:20 PM,Entry,Target1,100,4105,0,70,100,0,0,1,1
685,NQ 03-20,Replay101,20_20,Long,1,9212.5,9217.5,01/23/2020 1:00 PM,01/23/2020 1:02 PM,Entry,Target1,100,4205,0,30,100,0,0,1,1
686,NQ 03-20,Replay101,20_20,Short,1,9218.25,9213.25,01/23/2020 1:34 PM,01/23/2020 1:48 PM,Entry,Target1,100,4305,0,65,100,0,0,1,-1
687,NQ 03-20,Replay101,20_20,Long,1,9217,9222,01/23/2020 1:52 PM,01/23/2020 1:57 PM,Entry,Target1,100,4405,0,10,100,0,0,1,1
688,NQ 03-20,Replay101,20_20,Short,1,9223.25,9218.25,01/23/2020 2:04 PM,01/23/2020 2:05 PM,Entry,Target1,100,4505,0,20,100,0,0,1,-1
689,NQ 03-20,Replay101,20_20,Long,1,9221.25,9226.25,01/23/2020 2:06 PM,01/23/2020 2:29 PM,Entry,Target1,100,4605,0,70,100,0,0,1,1
690,NQ 03-20,Replay101,20_20,Short,1,9227,9232,01/23/2020 2:54 PM,01/23/2020 3:00 PM,Entry,Stop1,-100,4505,0,100,50,150,0,-1,-1
691,NQ 03-20,Replay101,20_20,Short,1,9246,9250.75,01/23/2020 3:03 PM,01/23/2020 3:07 PM,Entry,Stop1,-95,4410,0,95,95,190,0,-1,-1
692,NQ 03-20,Replay101,20_20,Short,1,9265.75,9260.75,01/23/2020 6:02 PM,01/23/2020 6:51 PM,Entry,Target1,100,4510,0,65,100,0,0,1,-1
693,NQ 03-20,Replay101,20_20,Short,1,9261,9266,01/24/2020 1:54 AM,01/24/2020 2:03 AM,Entry,Stop1,-100,4410,0,100,80,180,0,-1,-1
694,NQ 03-20,Replay101,20_20,Short,1,9270.75,9275,01/24/2020 2:09 AM,01/24/2020 2:30 AM,Entry,Stop1,-85,4325,0,100,30,115,0,-1,-1
695,NQ 03-20,Replay101,20_20,Long,1,9278.75,9283.75,01/24/2020 2:33 AM,01/24/2020 2:35 AM,Entry,Target1,100,4425,0,5,100,0,0,1,1
696,NQ 03-20,Replay101,20_20,Short,1,9281.25,9286,01/24/2020 2:36 AM,01/24/2020 2:45 AM,Entry,Stop1,-95,4330,0,95,15,110,0,-1,-1
697,NQ 03-20,Replay101,20_20,Long,1,9286.5,9281.5,01/24/2020 3:13 AM,01/24/2020 3:37 AM,Entry,Stop1,-100,4230,0,100,0,0,0,-1,1
698,NQ 03-20,Replay101,20_20,Long,1,9277.75,9272.75,01/24/2020 4:41 AM,01/24/2020 4:58 AM,Entry,Stop1,-100,4130,0,100,10,110,0,-1,1
699,NQ 03-20,Replay101,20_20,Long,1,9277.75,9282.75,01/24/2020 5:06 AM,01/24/2020 5:55 AM,Entry,Target1,100,4230,0,55,100,0,0,1,1
700,NQ 03-20,Replay101,20_20,Short,1,9278.5,9273.5,01/24/2020 6:08 AM,01/24/2020 6:27 AM,Entry,Target1,100,4330,0,5,100,0,0,1,-1
701,NQ 03-20,Replay101,20_20,Short,1,9273.5,9278.25,01/24/2020 8:25 AM,01/24/2020 8:31 AM,Entry,Stop1,-95,4235,0,100,40,135,0,-1,-1
702,NQ 03-20,Replay101,20_20,Short,1,9278.5,9273.5,01/24/2020 8:32 AM,01/24/2020 8:32 AM,Entry,Target1,100,4335,0,10,100,0,0,1,-1
703,NQ 03-20,Replay101,20_20,Long,1,9273.75,9268.75,01/24/2020 8:33 AM,01/24/2020 8:34 AM,Entry,Stop1,-100,4235,0,100,40,140,0,-1,1
704,NQ 03-20,Replay101,20_20,Short,1,9268.5,9273.25,01/24/2020 8:37 AM,01/24/2020 8:42 AM,Entry,Stop1,-95,4140,0,100,70,165,0,-1,-1
705,NQ 03-20,Replay101,20_20,Short,1,9269.75,9264.75,01/24/2020 8:45 AM,01/24/2020 8:46 AM,Entry,Target1,100,4240,0,5,100,0,0,1,-1
706,NQ 03-20,Replay101,20_20,Long,1,9262.75,9267.75,01/24/2020 8:48 AM,01/24/2020 8:50 AM,Entry,Target1,100,4340,0,75,100,0,0,1,1
707,NQ 03-20,Replay101,20_20,Short,1,9264.75,9269,01/24/2020 8:58 AM,01/24/2020 8:59 AM,Entry,Stop1,-85,4255,0,100,10,95,0,-1,-1
708,NQ 03-20,Replay101,20_20,Short,1,9264.75,9259.75,01/24/2020 9:00 AM,01/24/2020 9:03 AM,Entry,Target1,100,4355,0,20,100,0,0,1,-1
709,NQ 03-20,Replay101,20_20,Long,1,9261.5,9256.5,01/24/2020 9:04 AM,01/24/2020 9:05 AM,Entry,Stop1,-100,4255,0,100,10,110,0,-1,1
710,NQ 03-20,Replay101,20_20,Long,1,9259,9264,01/24/2020 9:11 AM,01/24/2020 9:13 AM,Entry,Target1,100,4355,0,10,100,0,0,1,1
711,NQ 03-20,Replay101,20_20,Long,1,9244,9249,01/24/2020 9:21 AM,01/24/2020 9:22 AM,Entry,Target1,100,4455,0,0,100,0,0,1,1
712,NQ 03-20,Replay101,20_20,Short,1,9244.75,9239.75,01/24/2020 9:25 AM,01/24/2020 9:28 AM,Entry,Target1,100,4555,0,40,100,0,0,1,-1
713,NQ 03-20,Replay101,20_20,Short,1,9236.25,9241.25,01/24/2020 9:48 AM,01/24/2020 9:52 AM,Entry,Stop1,-100,4455,0,100,45,145,0,-1,-1
714,NQ 03-20,Replay101,20_20,Short,1,9237.25,9242.25,01/24/2020 9:54 AM,01/24/2020 9:54 AM,Entry,Stop1,-100,4355,0,100,0,0,0,-1,-1
715,NQ 03-20,Replay101,20_20,Long,1,9244,9249,01/24/2020 9:58 AM,01/24/2020 10:03 AM,Entry,Target1,100,4455,0,40,100,0,0,1,1
716,NQ 03-20,Replay101,20_20,Long,1,9254,9249,01/24/2020 10:15 AM,01/24/2020 10:17 AM,Entry,Stop1,-100,4355,0,100,0,0,0,-1,1
717,NQ 03-20,Replay101,20_20,Long,1,9229,9234,01/24/2020 10:19 AM,01/24/2020 10:19 AM,Entry,Target1,100,4455,0,0,100,0,0,1,1
718,NQ 03-20,Replay101,20_20,Short,1,9233.5,9228.5,01/24/2020 10:20 AM,01/24/2020 10:22 AM,Entry,Target1,100,4555,0,40,100,0,0,1,-1
719,NQ 03-20,Replay101,20_20,Short,1,9224,9219,01/24/2020 10:24 AM,01/24/2020 10:26 AM,Entry,Target1,100,4655,0,30,100,0,0,1,-1
720,NQ 03-20,Replay101,20_20,Long,1,9223,9228,01/24/2020 10:27 AM,01/24/2020 10:29 AM,Entry,Target1,100,4755,0,40,100,0,0,1,1
721,NQ 03-20,Replay101,20_20,Short,1,9223.5,9228.5,01/24/2020 10:36 AM,01/24/2020 10:37 AM,Entry,Stop1,-100,4655,0,100,55,155,0,-1,-1
722,NQ 03-20,Replay101,20_20,Short,1,9227.5,9222.5,01/24/2020 10:38 AM,01/24/2020 10:40 AM,Entry,Target1,100,4755,0,5,100,0,0,1,-1
723,NQ 03-20,Replay101,20_20,Long,1,9216.5,9221.5,01/24/2020 10:51 AM,01/24/2020 10:55 AM,Entry,Target1,100,4855,0,70,100,0,0,1,1
724,NQ 03-20,Replay101,20_20,Long,1,9216.5,9211.5,01/24/2020 10:56 AM,01/24/2020 10:57 AM,Entry,Stop1,-100,4755,0,100,5,105,0,-1,1
725,NQ 03-20,Replay101,20_20,Long,1,9201.5,9196.5,01/24/2020 11:03 AM,01/24/2020 11:06 AM,Entry,Stop1,-100,4655,0,100,70,170,0,-1,1
726,NQ 03-20,Replay101,20_20,Long,1,9190.25,9195.25,01/24/2020 11:11 AM,01/24/2020 11:11 AM,Entry,Target1,100,4755,0,0,100,0,0,1,1
727,NQ 03-20,Replay101,20_20,Short,1,9191,9186,01/24/2020 11:12 AM,01/24/2020 11:13 AM,Entry,Target1,100,4855,0,0,100,0,0,1,-1
728,NQ 03-20,Replay101,20_20,Long,1,9166.5,9171.5,01/24/2020 11:19 AM,01/24/2020 11:19 AM,Entry,Target1,100,4955,0,10,100,0,0,1,1
729,NQ 03-20,Replay101,20_20,Long,1,9167.5,9172.5,01/24/2020 11:19 AM,01/24/2020 11:20 AM,Entry,Target1,100,5055,0,80,100,0,0,1,1
730,NQ 03-20,Replay101,20_20,Short,1,9171.25,9176.25,01/24/2020 11:21 AM,01/24/2020 11:22 AM,Entry,Stop1,-100,4955,0,100,25,125,0,-1,-1
731,NQ 03-20,Replay101,20_20,Long,1,9167.25,9172.25,01/24/2020 11:28 AM,01/24/2020 11:29 AM,Entry,Target1,100,5055,0,30,110,10,0,1,1
732,NQ 03-20,Replay101,20_20,Short,1,9188.5,9193.5,01/24/2020 11:38 AM,01/24/2020 11:39 AM,Entry,Stop1,-100,4955,0,100,10,110,0,-1,-1
733,NQ 03-20,Replay101,20_20,Long,1,9196.25,9191.25,01/24/2020 11:44 AM,01/24/2020 11:45 AM,Entry,Stop1,-100,4855,0,100,5,105,0,-1,1
734,NQ 03-20,Replay101,20_20,Short,1,9196,9191,01/24/2020 11:50 AM,01/24/2020 11:56 AM,Entry,Target1,100,4955,0,70,100,0,0,1,-1
735,NQ 03-20,Replay101,20_20,Long,1,9180.25,9185.25,01/24/2020 12:06 PM,01/24/2020 12:07 PM,Entry,Target1,100,5055,0,0,100,0,0,1,1
736,NQ 03-20,Replay101,20_20,Short,1,9184.75,9179.75,01/24/2020 12:10 PM,01/24/2020 12:11 PM,Entry,Target1,100,5155,0,70,100,0,0,1,-1
737,NQ 03-20,Replay101,20_20,Short,1,9174.75,9179.75,01/24/2020 12:14 PM,01/24/2020 12:18 PM,Entry,Stop1,-100,5055,0,100,45,145,0,-1,-1
738,NQ 03-20,Replay101,20_20,Short,1,9174.75,9169.75,01/24/2020 12:18 PM,01/24/2020 12:20 PM,Entry,Target1,100,5155,0,5,100,0,0,1,-1
739,NQ 03-20,Replay101,20_20,Short,1,9178.5,9173.5,01/24/2020 12:25 PM,01/24/2020 12:26 PM,Entry,Target1,100,5255,0,10,100,0,0,1,-1
740,NQ 03-20,Replay101,20_20,Short,1,9171,9166,01/24/2020 12:29 PM,01/24/2020 12:29 PM,Entry,Target1,100,5355,0,0,100,0,0,1,-1
741,NQ 03-20,Replay101,20_20,Long,1,9165,9160.25,01/24/2020 12:31 PM,01/24/2020 12:32 PM,Entry,Stop1,-95,5260,0,100,55,150,0,-1,1
742,NQ 03-20,Replay101,20_20,Long,1,9162.5,9157.75,01/24/2020 12:33 PM,01/24/2020 12:36 PM,Entry,Stop1,-95,5165,0,95,35,130,0,-1,1
743,NQ 03-20,Replay101,20_20,Long,1,9160.25,9165.25,01/24/2020 12:36 PM,01/24/2020 12:38 PM,Entry,Target1,100,5265,0,5,100,0,0,1,1
744,NQ 03-20,Replay101,20_20,Short,1,9141,9136,01/24/2020 12:52 PM,01/24/2020 12:52 PM,Entry,Target1,100,5365,0,0,100,0,0,1,-1
745,NQ 03-20,Replay101,20_20,Short,1,9149.75,9144.75,01/24/2020 1:01 PM,01/24/2020 1:01 PM,Entry,Target1,100,5465,0,10,100,0,0,1,-1
746,NQ 03-20,Replay101,20_20,Long,1,9141.25,9136.5,01/24/2020 1:03 PM,01/24/2020 1:04 PM,Entry,Stop1,-95,5370,0,100,0,0,0,-1,1
747,NQ 03-20,Replay101,20_20,Long,1,9139.75,9144.75,01/24/2020 1:05 PM,01/24/2020 1:06 PM,Entry,Target1,100,5470,0,20,100,0,0,1,1
748,NQ 03-20,Replay101,20_20,Long,1,9144,9139.25,01/24/2020 1:07 PM,01/24/2020 1:10 PM,Entry,Stop1,-95,5375,0,100,90,185,0,-1,1
749,NQ 03-20,Replay101,20_20,Short,1,9128.75,9123.75,01/24/2020 1:16 PM,01/24/2020 1:18 PM,Entry,Target1,100,5475,0,45,100,0,0,1,-1
750,NQ 03-20,Replay101,20_20,Short,1,9124.75,9119.75,01/24/2020 1:19 PM,01/24/2020 1:21 PM,Entry,Target1,100,5575,0,50,100,0,0,1,-1
751,NQ 03-20,Replay101,20_20,Long,1,9127.25,9122.25,01/24/2020 1:26 PM,01/24/2020 1:27 PM,Entry,Stop1,-100,5475,0,100,70,170,0,-1,1
752,NQ 03-20,Replay101,20_20,Long,1,9129,9124,01/24/2020 1:36 PM,01/24/2020 1:37 PM,Entry,Stop1,-100,5375,0,100,10,110,0,-1,1
753,NQ 03-20,Replay101,20_20,Long,1,9129,9124.25,01/24/2020 1:37 PM,01/24/2020 1:37 PM,Entry,Stop1,-95,5280,0,95,20,115,0,-1,1
754,NQ 03-20,Replay101,20_20,Long,1,9128,9133,01/24/2020 1:38 PM,01/24/2020 1:39 PM,Entry,Target1,100,5380,0,50,100,0,0,1,1
755,NQ 03-20,Replay101,20_20,Short,1,9132.25,9127.25,01/24/2020 1:42 PM,01/24/2020 1:43 PM,Entry,Target1,100,5480,0,35,100,0,0,1,-1
756,NQ 03-20,Replay101,20_20,Short,1,9124.5,9129.75,01/24/2020 1:44 PM,01/24/2020 1:46 PM,Entry,Stop1,-105,5375,0,105,55,160,0,-1,-1
757,NQ 03-20,Replay101,20_20,Long,1,9124,9129,01/24/2020 1:48 PM,01/24/2020 1:49 PM,Entry,Target1,100,5475,0,50,100,0,0,1,1
758,NQ 03-20,Replay101,20_20,Short,1,9136.25,9141,01/24/2020 1:52 PM,01/24/2020 1:55 PM,Entry,Stop1,-95,5380,0,95,75,170,0,-1,-1
759,NQ 03-20,Replay101,20_20,Long,1,9161.5,9156.5,01/24/2020 2:02 PM,01/24/2020 2:04 PM,Entry,Stop1,-100,5280,0,100,100,200,0,-1,1
760,NQ 03-20,Replay101,20_20,Long,1,9156,9161,01/24/2020 2:06 PM,01/24/2020 2:10 PM,Entry,Target1,100,5380,0,30,100,0,0,1,1
761,NQ 03-20,Replay101,20_20,Long,1,9158.5,9163.5,01/24/2020 2:12 PM,01/24/2020 2:15 PM,Entry,Target1,100,5480,0,80,100,0,0,1,1
762,NQ 03-20,Replay101,20_20,Long,1,9167.75,9163,01/24/2020 2:19 PM,01/24/2020 2:23 PM,Entry,Stop1,-95,5385,0,100,60,155,0,-1,1
763,NQ 03-20,Replay101,20_20,Short,1,9159.75,9154.75,01/24/2020 2:30 PM,01/24/2020 2:30 PM,Entry,Target1,100,5485,0,50,100,0,0,1,-1
764,NQ 03-20,Replay101,20_20,Long,1,9131.5,9136.5,01/24/2020 2:44 PM,01/24/2020 2:45 PM,Entry,Target1,100,5585,0,10,100,0,0,1,1
765,NQ 03-20,Replay101,20_20,Short,1,9141.25,9136.25,01/24/2020 2:46 PM,01/24/2020 2:50 PM,Entry,Target1,100,5685,0,65,100,0,0,1,-1
766,NQ 03-20,Replay101,20_20,Short,1,9141.25,9146,01/24/2020 2:51 PM,01/24/2020 2:52 PM,Entry,Stop1,-95,5590,0,100,70,165,0,-1,-1
767,NQ 03-20,Replay101,20_20,Short,1,9152.25,9157,01/24/2020 2:54 PM,01/24/2020 2:55 PM,Entry,Stop1,-95,5495,0,95,5,100,0,-1,-1
768,NQ 03-20,Replay101,20_20,Long,1,9156.5,9151.75,01/24/2020 2:55 PM,01/24/2020 2:58 PM,Entry,Stop1,-95,5400,0,95,50,145,0,-1,1
769,NQ 03-20,Replay101,20_20,Long,1,9149,9154,01/24/2020 3:00 PM,01/24/2020 3:01 PM,Entry,Target1,100,5500,0,25,100,0,0,1,1
770,NQ 03-20,Replay101,20_20,Long,1,9144,9139,01/24/2020 3:37 PM,01/24/2020 3:59 PM,Entry,Stop1,-100,5400,0,100,40,140,0,-1,1
771,NQ 03-20,Replay101,20_20,Long,1,9054.75,9049.75,01/26/2020 5:03 PM,01/26/2020 5:05 PM,Entry,Stop1,-100,5300,0,100,90,190,0,-1,1
772,NQ 03-20,Replay101,20_20,Short,1,9027.5,9022.5,01/26/2020 5:13 PM,01/26/2020 5:13 PM,Entry,Target1,100,5400,0,10,100,0,0,1,-1
773,NQ 03-20,Replay101,20_20,Short,1,9016.5,9011.5,01/26/2020 5:30 PM,01/26/2020 5:31 PM,Entry,Target1,100,5500,0,75,100,0,0,1,-1
774,NQ 03-20,Replay101,20_20,Short,1,9015.5,9010.5,01/26/2020 5:41 PM,01/26/2020 5:41 PM,Entry,Target1,100,5600,0,5,100,0,0,1,-1
775,NQ 03-20,Replay101,20_20,Short,1,9013,9006.5,01/26/2020 5:43 PM,01/26/2020 5:43 PM,Entry,Target1,130,5730,0,5,135,5,0,1,-1
776,NQ 03-20,Replay101,20_20,Short,1,9002.75,9007.5,01/26/2020 5:46 PM,01/26/2020 5:46 PM,Entry,Stop1,-95,5635,0,95,0,0,0,-1,-1
777,NQ 03-20,Replay101,20_20,Short,1,9005,9000,01/26/2020 5:47 PM,01/26/2020 5:52 PM,Entry,Target1,100,5735,0,65,100,0,0,1,-1
778,NQ 03-20,Replay101,20_20,Short,1,9003.75,9008.75,01/26/2020 5:54 PM,01/26/2020 5:54 PM,Entry,Stop1,-100,5635,0,100,0,0,0,-1,-1
779,NQ 03-20,Replay101,20_20,Long,1,9014.5,9019.5,01/26/2020 5:58 PM,01/26/2020 6:00 PM,Entry,Target1,100,5735,0,15,100,0,0,1,1
780,NQ 03-20,Replay101,20_20,Long,1,9016,9021,01/26/2020 6:02 PM,01/26/2020 6:03 PM,Entry,Target1,100,5835,0,25,100,0,0,1,1
781,NQ 03-20,Replay101,20_20,Long,1,9031,9026.75,01/26/2020 6:15 PM,01/26/2020 6:20 PM,Entry,Stop1,-85,5750,0,100,100,185,0,-1,1
782,NQ 03-20,Replay101,20_20,Short,1,9028.25,9023.25,01/26/2020 6:28 PM,01/26/2020 6:30 PM,Entry,Target1,100,5850,0,30,100,0,0,1,-1
783,NQ 03-20,Replay101,20_20,Short,1,9034,9039,01/26/2020 6:40 PM,01/26/2020 6:50 PM,Entry,Stop1,-100,5750,0,100,50,150,0,-1,-1
784,NQ 03-20,Replay101,20_20,Long,1,9042,9037.25,01/26/2020 7:21 PM,01/26/2020 7:37 PM,Entry,Stop1,-95,5655,0,100,60,155,0,-1,1
785,NQ 03-20,Replay101,20_20,Long,1,9009.25,9014.5,01/26/2020 8:34 PM,01/26/2020 8:41 PM,Entry,Target1,105,5760,0,55,105,0,0,1,1
786,NQ 03-20,Replay101,20_20,Long,1,9034.5,9029.75,01/26/2020 10:00 PM,01/26/2020 10:03 PM,Entry,Stop1,-95,5665,0,100,10,105,0,-1,1
787,NQ 03-20,Replay101,20_20,Long,1,9033.25,9038.25,01/26/2020 10:07 PM,01/26/2020 10:23 PM,Entry,Target1,100,5765,0,40,100,0,0,1,1
788,NQ 03-20,Replay101,20_20,Long,1,9023.25,9028.25,01/26/2020 11:11 PM,01/26/2020 11:24 PM,Entry,Target1,100,5865,0,90,100,0,0,1,1
789,NQ 03-20,Replay101,20_20,Long,1,9032,9027.25,01/26/2020 11:45 PM,01/26/2020 11:47 PM,Entry,Stop1,-95,5770,0,100,0,0,0,-1,1
790,NQ 03-20,Replay101,20_20,Long,1,9024.5,9029.5,01/27/2020 12:13 AM,01/27/2020 12:17 AM,Entry,Target1,100,5870,0,50,100,0,0,1,1
791,NQ 03-20,Replay101,20_20,Short,1,9027.75,9032.75,01/27/2020 12:36 AM,01/27/2020 12:39 AM,Entry,Stop1,-100,5770,0,100,0,0,0,-1,-1
792,NQ 03-20,Replay101,20_20,Short,1,9032.75,9027,01/27/2020 1:19 AM,01/27/2020 1:20 AM,Entry,Target1,115,5885,0,5,125,10,0,1,-1
793,NQ 03-20,Replay101,20_20,Short,1,9026.75,9031,01/27/2020 1:29 AM,01/27/2020 1:32 AM,Entry,Stop1,-85,5800,0,95,5,90,0,-1,-1
794,NQ 03-20,Replay101,20_20,Long,1,9033.25,9028.25,01/27/2020 1:52 AM,01/27/2020 2:10 AM,Entry,Stop1,-100,5700,0,100,70,170,0,-1,1
795,NQ 03-20,Replay101,20_20,Short,1,9049,9044,01/27/2020 2:26 AM,01/27/2020 2:41 AM,Entry,Target1,100,5800,0,30,100,0,0,1,-1
796,NQ 03-20,Replay101,20_20,Long,1,9039.5,9034.75,01/27/2020 2:54 AM,01/27/2020 3:01 AM,Entry,Stop1,-95,5705,0,100,60,155,0,-1,1
797,NQ 03-20,Replay101,20_20,Long,1,9012,9007,01/27/2020 3:30 AM,01/27/2020 3:32 AM,Entry,Stop1,-100,5605,0,100,35,135,0,-1,1
798,NQ 03-20,Replay101,20_20,Long,1,9004.75,8999.75,01/27/2020 3:42 AM,01/27/2020 3:43 AM,Entry,Stop1,-100,5505,0,100,30,130,0,-1,1
799,NQ 03-20,Replay101,20_20,Short,1,8994,8988,01/27/2020 4:03 AM,01/27/2020 4:12 AM,Entry,Target1,120,5625,0,90,160,40,0,1,-1
800,NQ 03-20,Replay101,20_20,Short,1,8965.25,8960.25,01/27/2020 4:55 AM,01/27/2020 4:56 AM,Entry,Target1,100,5725,0,40,100,0,0,1,-1
801,NQ 03-20,Replay101,20_20,Short,1,8953.25,8958,01/27/2020 5:09 AM,01/27/2020 5:15 AM,Entry,Stop1,-95,5630,0,95,40,135,0,-1,-1
802,NQ 03-20,Replay101,20_20,Short,1,8983.25,8978.25,01/27/2020 5:32 AM,01/27/2020 5:36 AM,Entry,Target1,100,5730,0,30,100,0,0,1,-1
803,NQ 03-20,Replay101,20_20,Long,1,8977.25,8972.25,01/27/2020 5:37 AM,01/27/2020 5:46 AM,Entry,Stop1,-100,5630,0,100,65,165,0,-1,1
804,NQ 03-20,Replay101,20_20,Long,1,8967,8972,01/27/2020 5:56 AM,01/27/2020 5:58 AM,Entry,Target1,100,5730,0,0,100,0,0,1,1
805,NQ 03-20,Replay101,20_20,Short,1,8974.25,8979.25,01/27/2020 6:04 AM,01/27/2020 6:07 AM,Entry,Stop1,-100,5630,0,100,55,155,0,-1,-1
806,NQ 03-20,Replay101,20_20,Long,1,8985.75,8990.75,01/27/2020 6:18 AM,01/27/2020 6:19 AM,Entry,Target1,100,5730,0,40,100,0,0,1,1
807,NQ 03-20,Replay101,20_20,Long,1,8993.25,8998.25,01/27/2020 6:24 AM,01/27/2020 6:28 AM,Entry,Target1,100,5830,0,60,100,0,0,1,1
808,NQ 03-20,Replay101,20_20,Short,1,8987.75,8982.75,01/27/2020 6:32 AM,01/27/2020 6:37 AM,Entry,Target1,100,5930,0,5,100,0,0,1,-1
809,NQ 03-20,Replay101,20_20,Long,1,8984.5,8989.5,01/27/2020 6:40 AM,01/27/2020 6:41 AM,Entry,Target1,100,6030,0,20,100,0,0,1,1
810,NQ 03-20,Replay101,20_20,Long,1,8989.5,8984.75,01/27/2020 6:44 AM,01/27/2020 6:52 AM,Entry,Stop1,-95,5935,0,95,80,175,0,-1,1
811,NQ 03-20,Replay101,20_20,Long,1,8979.5,8984.5,01/27/2020 7:00 AM,01/27/2020 7:02 AM,Entry,Target1,100,6035,0,0,100,0,0,1,1
812,NQ 03-20,Replay101,20_20,Short,1,8980,8975,01/27/2020 7:03 AM,01/27/2020 7:06 AM,Entry,Target1,100,6135,0,65,100,0,0,1,-1
813,NQ 03-20,Replay101,20_20,Long,1,8979.5,8974.5,01/27/2020 7:07 AM,01/27/2020 7:08 AM,Entry,Stop1,-100,6035,0,100,15,115,0,-1,1
814,NQ 03-20,Replay101,20_20,Short,1,8973.75,8968.75,01/27/2020 7:11 AM,01/27/2020 7:12 AM,Entry,Target1,100,6135,0,30,100,0,0,1,-1
815,NQ 03-20,Replay101,20_20,Long,1,8973.25,8978.25,01/27/2020 7:12 AM,01/27/2020 7:19 AM,Entry,Target1,100,6235,0,90,100,0,0,1,1
816,NQ 03-20,Replay101,20_20,Short,1,8984,8979,01/27/2020 7:28 AM,01/27/2020 7:31 AM,Entry,Target1,100,6335,0,40,100,0,0,1,-1
817,NQ 03-20,Replay101,20_20,Short,1,8974,8978.25,01/27/2020 7:35 AM,01/27/2020 7:39 AM,Entry,Stop1,-85,6250,0,100,40,125,0,-1,-1
818,NQ 03-20,Replay101,20_20,Short,1,8981.5,8976.5,01/27/2020 7:42 AM,01/27/2020 7:44 AM,Entry,Target1,100,6350,0,20,100,0,0,1,-1
819,NQ 03-20,Replay101,20_20,Long,1,8972,8967.25,01/27/2020 8:05 AM,01/27/2020 8:09 AM,Entry,Stop1,-95,6255,0,100,80,175,0,-1,1
820,NQ 03-20,Replay101,20_20,Short,1,8962.75,8967.5,01/27/2020 8:22 AM,01/27/2020 8:22 AM,Entry,Stop1,-95,6160,0,100,40,135,0,-1,-1
821,NQ 03-20,Replay101,20_20,Short,1,8966.5,8961.5,01/27/2020 8:23 AM,01/27/2020 8:24 AM,Entry,Target1,100,6260,0,5,100,0,0,1,-1
822,NQ 03-20,Replay101,20_20,Long,1,8949,8944,01/27/2020 8:30 AM,01/27/2020 8:30 AM,Entry,Stop1,-100,6160,0,100,20,120,0,-1,1
823,NQ 03-20,Replay101,20_20,Long,1,8933.25,8928.25,01/27/2020 8:30 AM,01/27/2020 8:30 AM,Entry,Stop1,-100,6060,0,100,10,110,0,-1,1
824,NQ 03-20,Replay101,20_20,Short,1,8939,8934,01/27/2020 8:31 AM,01/27/2020 8:31 AM,Entry,Target1,100,6160,0,50,100,0,0,1,-1
825,NQ 03-20,Replay101,20_20,Short,1,8949,8954,01/27/2020 8:31 AM,01/27/2020 8:32 AM,Entry,Stop1,-100,6060,0,100,30,130,0,-1,-1
826,NQ 03-20,Replay101,20_20,Long,1,8957,8962,01/27/2020 8:32 AM,01/27/2020 8:33 AM,Entry,Target1,100,6160,0,15,105,5,0,1,1
827,NQ 03-20,Replay101,20_20,Short,1,8960.75,8955.5,01/27/2020 8:33 AM,01/27/2020 8:33 AM,Entry,Target1,105,6265,0,60,110,5,0,1,-1
828,NQ 03-20,Replay101,20_20,Long,1,8959.5,8960.25,01/27/2020 8:33 AM,01/27/2020 8:33 AM,Entry,Stop1,15,6280,0,100,90,75,0,1,1
829,NQ 03-20,Replay101,20_20,Short,1,8960.25,8965.25,01/27/2020 8:34 AM,01/27/2020 8:34 AM,Entry,Stop1,-100,6180,0,100,0,0,0,-1,-1
830,NQ 03-20,Replay101,20_20,Short,1,8964.75,8959.75,01/27/2020 8:34 AM,01/27/2020 8:34 AM,Entry,Target1,100,6280,0,65,100,0,0,1,-1
831,NQ 03-20,Replay101,20_20,Short,1,8964,8969,01/27/2020 8:39 AM,01/27/2020 8:39 AM,Entry,Stop1,-100,6180,0,100,30,130,0,-1,-1
832,NQ 03-20,Replay101,20_20,Long,1,8966,8971,01/27/2020 8:40 AM,01/27/2020 8:40 AM,Entry,Target1,100,6280,0,0,100,0,0,1,1
833,NQ 03-20,Replay101,20_20,Long,1,8965.75,8960.75,01/27/2020 8:41 AM,01/27/2020 8:42 AM,Entry,Stop1,-100,6180,0,100,60,160,0,-1,1
